roster_date,RFP_Key,rfp_type_random,rfp_name_random,rfp_location,Name,Address,city,State,Zip,Phone,rfp_primary,program_flag,program_date,active_quarters,base_active_quarters,sap,location_enddate,location_startdate,eligibility_enddate,eligibility_startdate,startdate,enddate
10/2/2024,SCG110920,PE,myAPP,25315,Lawson LLC,86355 Anderson Trafficway Apt. 344,Watsonville,Oregon,88206,570.908.6107x2297,1,Preferred,6/22/2020,7,3,25315,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG168638,GPO,ABB,52483,Booker and Sons,7530 Landry Groves,Charleston,Hawaii,24509,528.518.5196x55394,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG624124,GPO,ABB,52483,"Chase, Johnson and Dixon",00495 Denise Dam,Charleston,Montana,77646,(902)673-9490x774,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG050151,GPO,ABB,52483,"Skinner, Wilson and Carr",801 Nguyen Cape,Charleston,Oregon,45484,(951)416-4218,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG955165,GPO,ABB,52483,"Meyer, Reid and Wells",00432 Randy Mews Apt. 261,Charleston,Illinois,5772,(874)608-2236,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG920000,GPO,ABB,52483,Simpson LLC,8966 Alvarez Road,Charleston,North Carolina,92514,001-901-967-2035x622,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG274469,GPO,ABB,52483,Smith-Clark,88877 Mary Plains Apt. 335,Charleston,Alabama,56516,896-556-2038x801,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG652446,GPO,ABB,52483,"Doyle, Hall and Kelly",428 Gallagher Isle Suite 323,Charleston,California,21630,559.809.8578x550,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG435468,GPO,ABB,52483,Hayes-Wong,600 Gabriel Pike,Charleston,Virginia,98023,001-394-786-4917x104,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG738936,GPO,ABB,52483,"Edwards, Costa and Mora",58465 Harrison Trace Apt. 470,Charleston,Pennsylvania,31964,9507587104,1,,,,3,52483,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG358301,PE,ACUALL,15045,Berg-Travis,98502 Ward Points Suite 545,East Jordan,Kentucky,68683,634.361.0818x35288,0,,,,2,15045,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG168638,ACUALL,myAPP,36854,Booker and Sons,7530 Landry Groves,Charleston,Hawaii,24509,528.518.5196x55394,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG624124,ACUALL,myAPP,36854,"Chase, Johnson and Dixon",00495 Denise Dam,Charleston,Montana,77646,(902)673-9490x774,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG050151,ACUALL,myAPP,36854,"Skinner, Wilson and Carr",801 Nguyen Cape,Charleston,Oregon,45484,(951)416-4218,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG955165,ACUALL,myAPP,36854,"Meyer, Reid and Wells",00432 Randy Mews Apt. 261,Charleston,Illinois,5772,(874)608-2236,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG920000,ACUALL,myAPP,36854,Simpson LLC,8966 Alvarez Road,Charleston,North Carolina,92514,001-901-967-2035x622,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG274469,ACUALL,myAPP,36854,Smith-Clark,88877 Mary Plains Apt. 335,Charleston,Alabama,56516,896-556-2038x801,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG652446,ACUALL,myAPP,36854,"Doyle, Hall and Kelly",428 Gallagher Isle Suite 323,Charleston,California,21630,559.809.8578x550,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG435468,ACUALL,myAPP,36854,Hayes-Wong,600 Gabriel Pike,Charleston,Virginia,98023,001-394-786-4917x104,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG738936,ACUALL,myAPP,36854,"Edwards, Costa and Mora",58465 Harrison Trace Apt. 470,Charleston,Pennsylvania,31964,9507587104,1,,,,3,36854,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG244878,GPO,ACUALL,52442,"Martinez, Turner and Donaldson",4895 Scott Port,Johnstown,Wyoming,24411,(542)593-0536x48461,0,,,,3,52442,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG191986,myAPP,ACUALL,41016,Ramos-Sullivan,07811 Andrea Inlet Apt. 646,Pittsburgh,Georgia,2331,603-731-4766,1,,,,3,41016,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG674166,GPO,COHENS,55648,Lewis PLC,56535 Gross Lodge,Carrolltown,Louisiana,53127,880.466.5833x134,1,Preferred,6/16/2022,7,3,55648,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG191986,ACUALL,ACUALL,44826,Ramos-Sullivan,07811 Andrea Inlet Apt. 646,Pittsburgh,Georgia,2331,603-731-4766,0,,,,3,44826,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG204813,GPO,myAPP,28682,Johnson-Schultz,437 Ward Square,Harrisonville,Alabama,17119,(200)549-8230x416,0,Preferred,7/23/2020,7,3,28682,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG094959,GPO,myAPP,28682,Young Inc,83911 Johnson Groves Suite 007,Harrisonville,Virginia,84055,001-920-999-0539x01148,0,Preferred,7/23/2020,7,3,28682,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG668207,PE,ACUALL,23066,"Peters, Doyle and Perez",65327 Jennifer Alley Suite 681,Elizabethtown,Nebraska,54201,464-546-7992,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG859071,PE,ACUALL,23066,Higgins Ltd,50927 Destiny Junction,Elizabethtown,Arkansas,51233,236.426.4545,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG015873,PE,ACUALL,23066,"Valdez, Frank and Wood",172 Smith Greens,Elizabethtown,Idaho,10924,815.587.5374x77370,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG632348,PE,ACUALL,23066,Castillo-Norton,263 Tasha Drives Suite 269,Elizabethtown,Missouri,50442,001-513-641-5497x08793,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG593207,PE,ACUALL,23066,Elliott-Owens,94450 Downs Station,Elizabethtown,Virginia,89153,(758)450-2292x27040,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG155869,PE,ACUALL,23066,"Harris, Browning and Smith",27427 Jason Roads,Elizabethtown,Rhode Island,55587,638-838-8583x828,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG745913,PE,ACUALL,23066,Henry LLC,12704 Teresa Shoals,Elizabethtown,Virginia,42790,001-228-313-5962x53762,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG853259,PE,ACUALL,23066,Wang-Nichols,969 Mark Streets,Elizabethtown,Washington,66791,828-309-6292,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG262559,PE,ACUALL,23066,Becker LLC,530 Graham Row Suite 065,Elizabethtown,Nebraska,61213,707.983.2490x9578,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG964126,PE,ACUALL,23066,Lee-Bray,26427 Douglas Wells Suite 871,Elizabethtown,Colorado,36146,(672)582-3574,1,,,,3,23066,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG348854,PE,VT,23198,"Davis, Taylor and Hinton",44091 Courtney Square,Russellville,Arizona,4620,892-618-9944x03009,1,Preferred,4/16/2021,7,3,23198,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG352815,PE,VT,23198,Smith-Williams,8282 Anita Grove Apt. 539,Russellville,Ohio,39283,218.595.3877x65094,1,Preferred,4/16/2021,7,3,23198,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG393254,PE,VT,23198,Barrett-Freeman,688 Krista Spur Suite 821,Russellville,New Mexico,65930,497.394.0307,1,Preferred,4/16/2021,7,3,23198,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG464100,PE,VT,23198,"Walls, Davis and Potts",52857 Garza Canyon,Russellville,Alaska,17250,-3135,1,Preferred,4/16/2021,7,3,23198,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG864462,PE,VT,23198,Hawkins-Cline,4216 Richardson Forest Suite 712,Russellville,Oklahoma,37408,(534)607-4653x423,1,Preferred,4/16/2021,7,3,23198,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG705553,ACUALL,USV,31147,Simmons-Reid,879 Samantha Forges,Monroeville,Nebraska,36595,3757512846,1,,,,3,31147,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG191986,myAPP,myAPP,31336,Ramos-Sullivan,07811 Andrea Inlet Apt. 646,Pittsburgh,Georgia,2331,603-731-4766,0,Preferred,7/17/2020,7,3,31336,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG348854,GPO,myAPP,33407,"Davis, Taylor and Hinton",44091 Courtney Square,Russellville,Arizona,4620,892-618-9944x03009,0,,,,1,33407,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG352815,GPO,myAPP,33407,Smith-Williams,8282 Anita Grove Apt. 539,Russellville,Ohio,39283,218.595.3877x65094,0,,,,1,33407,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG393254,GPO,myAPP,33407,Barrett-Freeman,688 Krista Spur Suite 821,Russellville,New Mexico,65930,497.394.0307,0,,,,1,33407,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG464100,GPO,myAPP,33407,"Walls, Davis and Potts",52857 Garza Canyon,Russellville,Alaska,17250,-3135,0,,,,1,33407,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG864462,GPO,myAPP,33407,Hawkins-Cline,4216 Richardson Forest Suite 712,Russellville,Oklahoma,37408,(534)607-4653x423,0,,,,1,33407,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG590690,Regional Retailer,ECP,25085,Weiss-Mills,91393 Rush Square,Woodbury,Colorado,25526,267-864-9550x98670,1,,,,3,25085,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG944071,GPO,myAPP,28205,Hatfield LLC,8776 Steele Groves Suite 604,Lambertville,North Carolina,81216,001-927-523-2568x347,1,Preferred,7/29/2020,7,3,28205,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG172014,GPO,myAPP,28205,Williams PLC,017 Tami Glens,Lambertville,Oregon,13442,461.661.0228x272,1,Preferred,7/29/2020,7,3,28205,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG215287,GPO,myAPP,32719,Henderson Group,00540 Thomas Springs Apt. 381,Batesville,New Mexico,49473,730-885-1299,1,,,,3,32719,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG673690,myAPP,PV,29010,Moore-Allison,2545 Ryan Ville Suite 162,Collinsville,Delaware,89178,217.599.8363x72206,0,,,,1,29010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG660105,myAPP,PV,29010,Fernandez PLC,2097 Simon Springs,Collinsville,Virginia,62198,+1-856-721-0503x831,0,,,,1,29010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG312127,myAPP,PV,29010,"Fernandez, Hayes and Atkinson",426 Alvarez Field Apt. 071,Collinsville,New Jersey,69517,313.714.8085x881,0,,,,1,29010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG075290,myAPP,PV,29010,Moore-Wells,164 Chad Cliff Suite 276,Collinsville,Tennessee,22766,001-299-708-3826x842,0,,,,1,29010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG700580,myAPP,PV,29010,"Elliott, Wright and Lewis",087 Wagner Rapid Apt. 482,Collinsville,Oregon,32186,225.985.0550x999,0,,,,1,29010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG412614,myAPP,PV,29010,Gibson-Page,90643 Kevin Walk Apt. 584,Collinsville,Florida,61579,3834063019,0,,,,1,29010,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG562310,myAPP,ACUALL,18278,"Singh, Clark and Kramer",80722 Roger Spur Apt. 719,Greenville,Louisiana,19546,(586)420-8074,1,,,,3,18278,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG517997,ACUALL,myAPP,29903,Wise Inc,750 Gallegos Parkways,Lewiston,Florida,26013,+1-466-756-8256x87192,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG412301,ACUALL,myAPP,29903,Jones Inc,12270 Moore Spurs,Lewiston,Arizona,6734,(405)279-8373x506,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG261250,ACUALL,myAPP,29903,"Davis, Davis and Schmitt",217 Herrera Dale,Lewiston,Kansas,50316,351.562.1549,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG454595,ACUALL,myAPP,29903,Hicks-Atkinson,2721 Jennifer Mews Apt. 437,Lewiston,Rhode Island,50223,358-293-1191x09713,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG894329,ACUALL,myAPP,29903,Cook-Hoffman,165 Sean Passage,Lewiston,Maryland,65358,+1-978-957-1129x21769,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG116734,ACUALL,myAPP,29903,Garner LLC,49291 Cristina Club,Lewiston,Massachusetts,78305,+1-295-534-0741x274,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG569337,ACUALL,myAPP,29903,Reed and Sons,94190 Miller Passage Suite 922,Lewiston,Arkansas,24519,+1-852-944-4128x791,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG178986,ACUALL,myAPP,29903,Torres Group,27558 Evans Valleys Apt. 783,Lewiston,Rhode Island,4203,572-546-1961x948,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG126947,ACUALL,myAPP,29903,"Ray, Becker and Watkins",47064 Brittany Ports,Lewiston,Illinois,35704,227-891-2369x43730,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG466100,ACUALL,myAPP,29903,Nichols and Sons,758 Michelle Hill,Lewiston,Arizona,21177,+1-507-742-7379x8041,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG115816,ACUALL,myAPP,29903,"Weber, Rogers and Zamora",992 Mccoy Court Apt. 855,Lewiston,Rhode Island,79218,643-327-9386x0901,0,,,,1,29903,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG963305,ACUALL,myAPP,13114,"Perez, Summers and Wright",4208 Lane Harbor Apt. 012,Kirkland,Maryland,8345,394-417-0842x705,0,Preferred,9/22/2020,7,3,13114,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG468238,ACUALL,myAPP,13114,Green PLC,35335 Garcia Branch Suite 805,Kirkland,Colorado,91209,(493)974-2116,0,Preferred,9/22/2020,7,3,13114,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG636206,ACUALL,myAPP,13114,Shepherd Group,909 Peter Dam Apt. 307,Kirkland,Arkansas,67398,+1-388-693-3365x19838,0,Preferred,9/22/2020,7,3,13114,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG966060,ACUALL,PECAA,38617,Kirk-Dominguez,422 David Mill,Spencerport,Georgia,96283,001-321-384-6871,0,,,,3,38617,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG148722,ACUALL,PECAA,38617,Mcdonald-Rodriguez,2280 James Valleys,Spencerport,Michigan,32088,864.477.8619,0,,,,3,38617,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG963842,myAPP,ACUALL,39009,Charles-Cline,39300 Eric Circles,Jacksonville,Tennessee,60976,+1-746-433-9708x889,1,,,,3,39009,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG829332,myAPP,ACUALL,39009,Mcdaniel and Sons,7019 Maynard Spring,Jacksonville,New Hampshire,92835,(719)946-9339,1,,,,3,39009,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG168638,ACUALL,ACUALL,38711,Booker and Sons,7530 Landry Groves,Charleston,Hawaii,24509,528.518.5196x55394,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG624124,ACUALL,ACUALL,38711,"Chase, Johnson and Dixon",00495 Denise Dam,Charleston,Montana,77646,(902)673-9490x774,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG050151,ACUALL,ACUALL,38711,"Skinner, Wilson and Carr",801 Nguyen Cape,Charleston,Oregon,45484,(951)416-4218,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG955165,ACUALL,ACUALL,38711,"Meyer, Reid and Wells",00432 Randy Mews Apt. 261,Charleston,Illinois,5772,(874)608-2236,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG920000,ACUALL,ACUALL,38711,Simpson LLC,8966 Alvarez Road,Charleston,North Carolina,92514,001-901-967-2035x622,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG274469,ACUALL,ACUALL,38711,Smith-Clark,88877 Mary Plains Apt. 335,Charleston,Alabama,56516,896-556-2038x801,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG652446,ACUALL,ACUALL,38711,"Doyle, Hall and Kelly",428 Gallagher Isle Suite 323,Charleston,California,21630,559.809.8578x550,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG435468,ACUALL,ACUALL,38711,Hayes-Wong,600 Gabriel Pike,Charleston,Virginia,98023,001-394-786-4917x104,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG738936,ACUALL,ACUALL,38711,"Edwards, Costa and Mora",58465 Harrison Trace Apt. 470,Charleston,Pennsylvania,31964,9507587104,1,Preferred,8/12/2020,7,3,38711,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG681742,GPO,ABB,52506,"Larsen, Curtis and Miller",2381 Jorge Island Apt. 433,South Jordan,Minnesota,9932,(607)396-5880,1,,,,3,52506,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG693569,myAPP,myAPP,15068,Martin and Sons,108 Davis Motorway Apt. 407,Evansville,Massachusetts,67359,2018003650,0,,,,3,15068,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG060136,myAPP,myAPP,15068,Perez-Werner,893 Beth Common Suite 934,Evansville,Illinois,6787,408.228.9531x302,0,,,,3,15068,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG622698,myAPP,myAPP,15068,"Gutierrez, Lane and Collins",429 Rose Circle Apt. 892,Evansville,South Carolina,48991,(794)875-5554x113,0,,,,3,15068,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG796242,myAPP,myAPP,15068,Ross Inc,71161 Wood Station Suite 222,Evansville,Illinois,19658,6482871562,0,,,,3,15068,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG901671,GPO,ACUITY,28871,"Reyes, Haynes and Newman",73758 Dana Bridge Apt. 123,Georgetown,Tennessee,20623,850.368.9535x57121,0,,,,3,28871,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG133531,GPO,ACUITY,28871,"Kirby, Hill and Armstrong",397 Orozco Turnpike,Georgetown,Vermont,70068,206-258-9980,0,,,,3,28871,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG963842,myAPP,ACUITY,22713,Charles-Cline,39300 Eric Circles,Jacksonville,Tennessee,60976,+1-746-433-9708x889,0,,,,3,22713,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG829332,myAPP,ACUITY,22713,Mcdaniel and Sons,7019 Maynard Spring,Jacksonville,New Hampshire,92835,(719)946-9339,0,,,,3,22713,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG168638,PE,VT,53643,Booker and Sons,7530 Landry Groves,Charleston,Hawaii,24509,528.518.5196x55394,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG624124,PE,VT,53643,"Chase, Johnson and Dixon",00495 Denise Dam,Charleston,Montana,77646,(902)673-9490x774,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG050151,PE,VT,53643,"Skinner, Wilson and Carr",801 Nguyen Cape,Charleston,Oregon,45484,(951)416-4218,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG955165,PE,VT,53643,"Meyer, Reid and Wells",00432 Randy Mews Apt. 261,Charleston,Illinois,5772,(874)608-2236,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG920000,PE,VT,53643,Simpson LLC,8966 Alvarez Road,Charleston,North Carolina,92514,001-901-967-2035x622,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG274469,PE,VT,53643,Smith-Clark,88877 Mary Plains Apt. 335,Charleston,Alabama,56516,896-556-2038x801,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG652446,PE,VT,53643,"Doyle, Hall and Kelly",428 Gallagher Isle Suite 323,Charleston,California,21630,559.809.8578x550,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG435468,PE,VT,53643,Hayes-Wong,600 Gabriel Pike,Charleston,Virginia,98023,001-394-786-4917x104,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG738936,PE,VT,53643,"Edwards, Costa and Mora",58465 Harrison Trace Apt. 470,Charleston,Pennsylvania,31964,9507587104,0,,,,3,53643,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG851541,ACUALL,myAPP,36634,Jordan Ltd,651 Sarah Gateway Suite 160,Brockton,Nebraska,65753,200-885-7614,1,,,,3,36634,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG839413,ACUALL,myAPP,36634,"Lyons, Nelson and Jensen",8321 Freeman Islands,Brockton,Utah,85420,662-468-6458x260,1,,,,3,36634,4/11/2262,7/1/2024,4/11/2262,7/1/2024,10/1/2024,12/31/2024
10/2/2024,SCG058561,GPO,ACUITY,18602,"Mclean, Booker and Nicholson",304 Harris Island Apt. 831,Port Arthur,Iowa,61875,492.872.4642x433,1,Preferred,3/7/2022,7,3,18602,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
10/2/2024,SCG043112,GPO,ACUITY,18602,Martin-Powell,249 Tracy Points,Port Arthur,Tennessee,56583,513.237.6755,1,Preferred,3/7/2022,7,3,18602,4/11/2262,7/1/2024,4/11/2262,7/1/2024,7/1/2024,12/31/2024
